layer,x,y,reflectance,melted
32,8,2,0.2091,0
32,8,3,0.2589,0
32,8,4,0.1817,0
32,8,5,0.2447,0
32,8,6,0.1868,0
32,8,7,0.2541,0
32,8,8,0.2341,0
32,8,9,0.9408,1
32,8,10,0.7357,1
32,8,11,0.81,1
32,8,12,0.7145,1
32,8,13,0.7408,1
32,8,14,0.8031,1
32,8,15,0.7178,1
32,8,16,0.7634,1
32,8,17,0.8669,1
32,8,18,0.8143,1
32,8,19,0.8023,1
32,8,20,0.7929,1
32,8,21,0.7712,1
32,8,22,0.7572,1
32,8,23,0.8179,1
32,8,24,0.8831,1
32,8,25,0.8275,1
32,8,26,0.8535,1
32,8,27,0.8082,1
32,8,28,0.2042,0
32,8,29,0.1638,0
32,8,30,0.1955,0
32,8,31,0.1358,0
32,9,0,0.1478,0
32,9,1,0.2428,0
32,9,2,0.2462,0
32,9,3,0.2134,0
32,9,4,0.2327,0
32,9,5,0.8025,1
32,9,6,0.7108,1
32,9,7,0.7981,1
32,9,8,0.7846,1
32,9,9,0.7571,1
32,9,10,0.8512,1
32,9,11,0.7644,1
32,9,12,0.8813,1
32,9,13,0.8138,1
32,9,14,0.8364,1
32,9,15,0.8782,1
32,9,16,0.8077,1
32,9,17,0.7559,1
32,9,18,0.8295,1
32,9,19,0.8451,1
32,9,20,0.761,1
32,9,21,0.7544,1
32,9,22,0.8776,1
32,9,23,0.7729,1
32,9,24,0.1818,0
32,9,25,0.1924,0
32,9,26,0.231,0
32,9,27,0.211,0
32,9,28,0.2099,0
32,9,29,0.1266,0
32,9,30,0.1961,0
32,9,31,0.7326,1
32,10,0,0.1355,0
32,10,1,0.8162,1
32,10,2,0.7879,1
32,10,3,0.8536,1
32,10,4,0.8027,1
32,10,5,0.7501,1
32,10,6,0.8228,1
32,10,7,0.8805,1
32,10,8,0.7392,1
32,10,9,0.7931,1
32,10,10,0.8087,1
32,10,11,0.7972,1
32,10,12,0.8197,1
32,10,13,0.8795,1
32,10,14,0.7278,1
32,10,15,0.7752,1
32,10,16,0.8017,1
32,10,17,0.7551,1
32,10,18,0.761,1
32,10,19,0.7439,1
32,10,20,0.08,0
32,10,21,0.1751,0
32,10,22,0.1238,0
32,10,23,0.1633,0
32,10,24,0.1193,0
32,10,25,0.2464,0
32,10,26,0.2194,0
32,10,27,0.7727,1
32,10,28,0.6863,1
32,10,29,0.7993,1
32,10,30,0.7904,1
32,10,31,0.7469,1
32,11,0,0.7786,1
32,11,1,0.8304,1
32,11,2,0.7753,1
32,11,3,0.8141,1
32,11,4,0.7689,1
32,11,5,0.7934,1
32,11,6,0.9084,1
32,11,7,0.7578,1
32,11,8,0.807,1
32,11,9,0.7926,1
32,11,10,0.8082,1
32,11,11,0.7621,1
32,11,12,0.8684,1
32,11,13,0.8123,1
32,11,14,0.7831,1
32,11,15,0.18,0
32,11,16,0.112,0
32,11,17,0.2395,0
32,11,18,0.289,0
32,11,19,0.191,0
32,11,20,0.1856,0
32,11,21,0.1961,0
32,11,22,0.1493,0
32,11,23,0.7586,1
32,11,24,0.8085,1
32,11,25,0.7525,1
32,11,26,0.8218,1
32,11,27,0.7656,1
32,11,28,0.7531,1
32,11,29,0.809,1
32,11,30,0.7343,1
32,11,31,0.7998,1
32,12,0,0.819,1
32,12,1,0.7663,1
32,12,2,0.7954,1
32,12,3,0.809,1
32,12,4,0.8853,1
32,12,5,0.7734,1
32,12,6,0.7998,1
32,12,7,0.7235,1
32,12,8,0.7882,1
32,12,9,0.8605,1
32,12,10,0.7726,1
32,12,11,0.1935,0
32,12,12,0.2273,0
32,12,13,0.2446,0
32,12,14,0.1728,0
32,12,15,0.113,0
32,12,16,0.1932,0
32,12,17,0.2165,0
32,12,18,0.8247,1
32,12,19,0.8631,1
32,12,20,0.8015,1
32,12,21,0.797,1
32,12,22,0.7569,1
32,12,23,0.754,1
32,12,24,0.8013,1
32,12,25,0.8156,1
32,12,26,0.7948,1
32,12,27,0.805,1
32,12,28,0.8216,1
32,12,29,0.8852,1
32,12,30,0.8735,1
32,12,31,0.8385,1
32,13,0,0.8813,1
32,13,1,0.7834,1
32,13,2,0.7331,1
32,13,3,0.7426,1
32,13,4,0.8463,1
32,13,5,0.8368,1
32,13,6,0.8062,1
32,13,7,0.1806,0
32,13,8,0.1856,0
32,13,9,0.1492,0
32,13,10,0.9007,0
32,13,11,0.3015,0
32,13,12,0.228,0
32,13,13,0.2454,0
32,13,14,0.7545,1
32,13,15,0.7348,1
32,13,16,0.72,1
32,13,17,0.853,1
32,13,18,0.8237,1
32,13,19,0.8186,1
32,13,20,0.8306,1
32,13,21,0.8347,1
32,13,22,0.7585,1
32,13,23,0.8383,1
32,13,24,0.849,1
32,13,25,0.8598,1
32,13,26,0.7388,1
32,13,27,0.8134,1
32,13,28,0.7731,1
32,13,29,0.7315,1
32,13,30,0.7442,1
32,13,31,0.7781,1
32,14,0,0.7757,1
32,14,1,0.7577,1
32,14,2,0.8004,1
32,14,3,0.2024,0
32,14,4,0.1724,0
32,14,5,0.1226,0
32,14,6,0.2364,0
32,14,7,0.1807,0
32,14,8,0.1034,0
32,14,9,0.1201,0
32,14,10,0.7918,1
32,14,11,0.7913,1
32,14,12,0.8306,1
32,14,13,0.8292,1
32,14,14,0.751,1
32,14,15,0.8274,1
32,14,16,0.8338,1
32,14,17,0.8407,1
32,14,18,0.8706,1
32,14,19,0.8863,1
32,14,20,0.8664,1
32,14,21,0.7908,1
32,14,22,0.7614,1
32,14,23,0.8072,1
32,14,24,0.7577,1
32,14,25,0.8002,1
32,14,26,0.8347,1
32,14,27,0.9579,1
32,14,28,0.8458,1
32,14,29,0.1919,0
32,14,30,0.2153,0
32,14,31,0.2445,0
32,15,0,0.2434,0
32,15,1,0.1127,0
32,15,2,0.1583,0
32,15,3,0.2023,0
32,15,4,0.1756,0
32,15,5,0.1691,0
32,15,6,0.7082,1
32,15,7,0.7254,1
32,15,8,0.8684,1
32,15,9,0.7836,1
32,15,10,0.7814,1
32,15,11,0.8091,1
32,15,12,0.7539,1
32,15,13,0.8165,1
32,15,14,0.8012,1
32,15,15,0.8441,1
32,15,16,0.7882,1
32,15,17,0.7682,1
32,15,18,0.8688,1
32,15,19,0.7649,1
32,15,20,0.8428,1
32,15,21,0.8332,1
32,15,22,0.7306,1
32,15,23,0.7961,1
32,15,24,0.8491,1
32,15,25,0.2082,0
32,15,26,0.2769,0
32,15,27,0.188,0
32,15,28,0.1958,0
32,15,29,0.1578,0
32,15,30,0.1142,0
32,15,31,0.1293,0
32,16,0,0.2371,0
32,16,1,0.2806,0
32,16,2,0.7915,1
32,16,3,0.8411,1
32,16,4,0.785,1
32,16,5,0.7205,1
32,16,6,0.8033,1
32,16,7,0.7928,1
32,16,8,0.8109,1
32,16,9,0.8015,1
32,16,10,0.8151,1
32,16,11,0.7936,1
32,16,12,0.8383,1
32,16,13,0.8404,1
32,16,14,0.7597,1
32,16,15,0.8214,1
32,16,16,0.7597,1
32,16,17,0.8047,1
32,16,18,0.7781,1
32,16,19,0.767,1
32,16,20,0.2016,0
32,16,21,0.1503,0
32,16,22,0.1945,0
32,16,23,0.2322,0
32,16,24,0.1311,0
32,16,25,0.1482,0
32,16,26,0.1933,0
32,16,27,0.1125,0
32,16,28,0.8009,1
32,16,29,0.815,1
32,16,30,0.8474,1
32,16,31,0.7988,1
32,17,0,0.8739,1
32,17,1,0.8343,1
32,17,2,0.8396,1
32,17,3,0.8389,1
32,17,4,0.8207,1
32,17,5,0.8223,1
32,17,6,0.8268,1
32,17,7,0.803,1
32,17,8,0.8003,1
32,17,9,0.781,1
32,17,10,0.7738,1
32,17,11,0.7958,1
32,17,12,0.8096,1
32,17,13,0.7982,1
32,17,14,0.8246,1
32,17,15,0.7638,1
32,17,16,0.2776,0
32,17,17,0.1751,0
32,17,18,0.1766,0
32,17,19,0.1923,0
32,17,20,0.2618,0
32,17,21,0.1073,0
32,17,22,0.2407,0
32,17,23,0.7964,1
32,17,24,0.7898,1
32,17,25,0.7706,1
32,17,26,0.7872,1
32,17,27,0.8076,1
32,17,28,0.7814,1
32,17,29,0.8731,1
32,17,30,0.8048,1
32,17,31,0.7807,1
32,18,0,0.8752,1
32,18,1,0.7987,1
32,18,2,0.8293,1
32,18,3,0.8118,1
32,18,4,0.7582,1
32,18,5,0.8737,1
32,18,6,0.8001,1
32,18,7,0.7896,1
32,18,8,0.804,1
32,18,9,0.8091,1
32,18,10,0.7928,1
32,18,11,0.8323,1
32,18,12,0.3189,0
32,18,13,0.2225,0
32,18,14,0.1747,0
32,18,15,0.2146,0
32,18,16,0.2172,0
32,18,17,0.2209,0
32,18,18,0.2042,0
32,18,19,0.8207,1
32,18,20,0.7499,1
32,18,21,0.8269,1
32,18,22,0.8419,1
32,18,23,0.8393,1
32,18,24,0.8178,1
32,18,25,0.8595,1
32,18,26,0.8581,1
32,18,27,0.8184,1
32,18,28,0.8228,1
32,18,29,0.7413,1
32,18,30,0.8051,1
32,18,31,0.8238,1
32,19,0,0.8653,1
32,19,1,0.8183,1
32,19,2,0.6858,1
32,19,3,0.7806,1
32,19,4,0.7982,1
32,19,5,0.8647,1
32,19,6,0.7759,1
32,19,7,0.7834,1
32,19,8,0.2044,0
32,19,9,0.2898,0
32,19,10,0.1809,0
32,19,11,0.1912,0
32,19,12,0.1213,0
32,19,13,0.1884,0
32,19,14,0.2757,0
32,19,15,0.8066,1
32,19,16,0.7835,1
32,19,17,0.8018,1
32,19,18,0.7823,1
32,19,19,0.8051,1
32,19,20,0.7922,1
32,19,21,0.8331,1
32,19,22,0.8243,1
32,19,23,0.7547,1
32,19,24,0.7522,1
32,19,25,0.7858,1
32,19,26,0.7687,1
32,19,27,0.8029,1
32,19,28,0.854,1
32,19,29,0.7482,1
32,19,30,0.8071,1
32,19,31,0.7958,1
32,20,0,0.8365,1
32,20,1,0.8208,1
32,20,2,0.834,1
32,20,3,0.8502,1
32,20,4,0.2638,0
32,20,5,0.2214,0
32,20,6,0.2405,0
32,20,7,0.1976,0
32,20,8,0.1828,0
32,20,9,0.1853,0
32,20,10,0.2213,0
32,20,11,0.7722,1
32,20,12,0.1055,1
32,20,13,0.8521,1
32,20,14,0.8119,1
32,20,15,0.7914,1
32,20,16,0.7776,1
32,20,17,0.7988,1
32,20,18,0.8064,1
32,20,19,0.7925,1
32,20,20,0.7423,1
32,20,21,0.7175,1
32,20,22,0.8339,1
32,20,23,0.824,1
32,20,24,0.7482,1
32,20,25,0.7846,1
32,20,26,0.8126,1
32,20,27,0.8201,1
32,20,28,0.8004,1
32,20,29,0.2079,0
32,20,30,0.1438,0
32,20,31,0.1975,0
32,21,0,0.2382,0
32,21,1,0.2643,0
32,21,2,0.2173,0
32,21,3,0.2498,0
32,21,4,0.2505,0
32,21,5,0.174,0
32,21,6,0.2092,0
32,21,7,0.8304,1
32,21,8,0.6999,1
32,21,9,0.7866,1
32,21,10,0.7431,1
32,21,11,0.782,1
32,21,12,0.7568,1
32,21,13,0.8123,1
32,21,14,0.806,1
32,21,15,0.8481,1
32,21,16,0.7561,1
32,21,17,0.8192,1
32,21,18,0.7711,1
32,21,19,0.7711,1
32,21,20,0.7773,1
32,21,21,0.7571,1
32,21,22,0.7899,1
32,21,23,0.8313,1
32,21,24,0.8073,1
32,21,25,0.2079,0
32,21,26,0.2039,0
32,21,27,0.1748,0
32,21,28,0.1891,0
32,21,29,0.2367,0
32,21,30,0.147,0
32,21,31,0.1484,0
32,22,0,0.1992,0
32,22,1,0.1756,0
32,22,2,0.8685,1
32,22,3,0.8252,1
32,22,4,0.8074,1
32,22,5,0.7911,1
32,22,6,0.8087,1
32,22,7,0.8229,1
32,22,8,0.7458,1
32,22,9,0.8047,1
32,22,10,0.7944,1
32,22,11,0.8118,1
32,22,12,0.7756,1
32,22,13,0.7383,1
32,22,14,0.782,1
32,22,15,0.8309,1
32,22,16,0.7581,1
32,22,17,0.7928,1
32,22,18,0.7901,1
32,22,19,0.7633,1
32,22,20,0.8421,1
32,22,21,0.1971,0
32,22,22,0.298,0
32,22,23,0.2213,0
32,22,24,0.0987,0
32,22,25,0.1316,0
32,22,26,0.2063,0
32,22,27,0.2603,0
32,22,28,0.7831,1
32,22,29,0.8097,1
32,22,30,0.7869,1
32,22,31,0.7808,1
32,23,0,0.7849,1
32,23,1,0.8676,1
32,23,2,0.8286,1
32,23,3,0.85,1
32,23,4,0.8725,1
32,23,5,0.7996,1
32,23,6,0.8278,1
32,23,7,0.8668,1
32,23,8,0.8223,1
32,23,9,0.785,1
32,23,10,0.7432,1
32,23,11,0.7678,1
32,23,12,0.7705,1
32,23,13,0.8036,1
32,23,14,0.8597,1
32,23,15,0.806,1
32,23,16,0.8203,1
32,23,17,0.2088,0
32,23,18,0.1979,0
32,23,19,0.1678,0
32,23,20,0.2196,0
32,23,21,0.216,0
32,23,22,0.2268,0
32,23,23,0.2453,0
32,23,24,0.8478,1
32,23,25,0.8164,1
32,23,26,0.8301,1
32,23,27,0.7904,1
32,23,28,0.7944,1
32,23,29,0.8222,1
32,23,30,0.828,1
32,23,31,0.7747,1
32,24,0,0.785,1
32,24,1,0.8366,1
32,24,2,0.8222,1
32,24,3,0.7908,1
32,24,4,0.7922,1
32,24,5,0.9566,1
32,24,6,0.8022,1
32,24,7,0.8519,1
32,24,8,0.8126,1
32,24,9,0.7979,1
32,24,10,0.7872,1
32,24,11,0.7312,1
32,24,12,0.8329,1
32,24,13,0.1572,0
32,24,14,0.1688,0
32,24,15,0.1537,0
32,24,16,0.193,0
32,24,17,0.1556,0
32,24,18,0.2189,0
32,24,19,0.248,0
32,24,20,0.7659,1
32,24,21,0.8438,1
32,24,22,0.826,1
32,24,23,0.7565,1
32,24,24,0.811,1
32,24,25,0.87,1
32,24,26,0.8202,1
32,24,27,0.7481,1
32,24,28,0.8429,1
32,24,29,0.6998,1
32,24,30,0.8038,1
32,24,31,0.8214,1
32,25,0,0.8396,1
32,25,1,0.7993,1
32,25,2,0.8296,1
32,25,3,0.865,1
32,25,4,0.8143,1
32,25,5,0.8016,1
32,25,6,0.8128,1
32,25,7,0.802,1
32,25,8,0.1345,0
32,25,9,0.2322,0
32,25,10,0.1311,0
32,25,11,0.1675,0
32,25,12,0.1658,0
32,25,13,0.136,0
32,25,14,0.2633,0
32,25,15,0.1925,0
32,25,16,0.8269,1
32,25,17,0.785,1
32,25,18,0.7736,1
32,25,19,0.8412,1
32,25,20,0.8315,1
32,25,21,0.8694,1
32,25,22,0.8167,1
32,25,23,0.8066,1
32,25,24,0.8557,1
32,25,25,0.7705,1
32,25,26,0.7492,1
32,25,27,0.8091,1
32,25,28,0.8122,1
32,25,29,0.8358,1
32,25,30,0.8587,1
32,25,31,0.8481,1
32,26,0,0.7517,1
32,26,1,0.7594,1
32,26,2,0.8848,1
32,26,3,0.8181,1
32,26,4,0.2085,0
32,26,5,0.2249,0
32,26,6,0.2229,0
32,26,7,0.1784,0
32,26,8,0.1714,0
32,26,9,0.1573,0
32,26,10,0.1914,0
32,26,11,0.7865,1
32,26,12,0.781,1
32,26,13,0.7353,1
32,26,14,0.7982,1
32,26,15,0.7639,1
32,26,16,0.7852,1
32,26,17,0.8038,1
32,26,18,0.7804,1
32,26,19,0.8207,1
32,26,20,0.765,1
32,26,21,0.8111,1
32,26,22,0.7647,1
32,26,23,0.7959,1
32,26,24,0.7589,1
32,26,25,0.7983,1
32,26,26,0.7384,1
32,26,27,0.7904,1
32,26,28,0.9074,1
32,26,29,0.745,1
32,26,30,0.156,0
32,26,31,0.1974,0
32,27,0,0.1993,0
32,27,1,0.1935,0
32,27,2,0.134,0
32,27,3,0.1762,0
32,27,4,0.1701,0
32,27,5,0.2472,0
32,27,6,0.1951,0
32,27,7,0.8559,1
32,27,8,0.8405,1
32,27,9,0.827,1
32,27,10,0.8398,1
32,27,11,0.771,1
32,27,12,0.8147,1
32,27,13,0.734,1
32,27,14,0.7612,1
32,27,15,0.7567,1
32,27,16,0.7995,1
32,27,17,0.8605,1
32,27,18,0.7849,1
32,27,19,0.7409,1
32,27,20,0.8144,1
32,27,21,0.7863,1
32,27,22,0.7958,1
32,27,23,0.8646,1
32,27,24,0.8317,1
32,27,25,0.7904,1
32,27,26,0.1656,0
32,27,27,0.1849,0
32,27,28,0.2521,0
32,27,29,0.228,0
32,27,30,0.1716,0
32,27,31,0.1556,0
32,28,0,0.1821,0
32,28,1,0.2055,0
32,28,2,0.24,0
32,28,3,0.8191,1
32,28,4,0.8229,1
32,28,5,0.7269,1
32,28,6,0.8492,1
32,28,7,0.8276,1
32,28,8,0.7514,1
32,28,9,0.7525,1
32,28,10,0.8187,1
32,28,11,0.8232,1
32,28,12,0.7715,1
32,28,13,0.8137,1
32,28,14,0.7898,1
32,28,15,0.8271,1
32,28,16,0.7434,1
32,28,17,0.8382,1
32,28,18,0.819,1
32,28,19,0.7704,1
32,28,20,0.7658,1
32,28,21,0.7839,1
32,28,22,0.1677,0
32,28,23,0.1659,0
32,28,24,0.1604,0
32,28,25,0.1796,0
32,28,26,0.18,0
32,28,27,0.2735,0
32,28,28,0.2091,0
32,28,29,0.864,1
32,28,30,0.7054,1
32,28,31,0.7263,1
32,29,0,0.825,1
32,29,1,0.7773,1
32,29,2,0.7275,1
32,29,3,0.8573,1
32,29,4,0.8228,1
32,29,5,0.8474,1
32,29,6,0.762,1
32,29,7,0.8224,1
32,29,8,0.7574,1
32,29,9,0.8199,1
32,29,10,0.8869,1
32,29,11,0.7683,1
32,29,12,0.7977,1
32,29,13,0.8105,1
32,29,14,0.8308,1
32,29,15,0.812,1
32,29,16,0.8017,1
32,29,17,0.8289,1
32,29,18,0.1655,0
32,29,19,0.0928,0
32,29,20,0.2002,0
32,29,21,0.1267,0
32,29,22,0.1831,0
32,29,23,0.1801,0
32,29,24,0.1806,0
32,29,25,0.6891,1
32,29,26,0.8202,1
32,29,27,0.8016,1
32,29,28,0.9958,1
32,29,29,0.7886,1
32,29,30,0.8031,1
32,29,31,0.8171,1
32,30,0,0.8241,1
32,30,1,0.7633,1
32,30,2,0.8021,1
32,30,3,0.7936,1
32,30,4,0.8124,1
32,30,5,0.8272,1
32,30,6,0.8281,1
32,30,7,0.803,1
32,30,8,0.7678,1
32,30,9,0.7736,1
32,30,10,0.8444,1
32,30,11,0.777,1
32,30,12,0.7753,1
32,30,13,0.228,0
32,30,14,0.1884,0
32,30,15,0.1716,0
32,30,16,0.2069,0
32,30,17,0.1419,0
32,30,18,0.265,0
32,30,19,0.1968,0
32,30,20,0.1674,0
32,30,21,0.8275,1
32,30,22,0.8412,1
32,30,23,0.8544,1
32,30,24,0.7191,1
32,30,25,0.9004,1
32,30,26,0.8244,1
32,30,27,0.834,1
32,30,28,0.7866,1
32,30,29,0.7624,1
32,30,30,0.828,1
32,30,31,0.8283,1
32,31,0,0.7919,1
32,31,1,0.8153,1
32,31,2,0.7969,1
32,31,3,0.7547,1
32,31,4,0.8196,1
32,31,5,0.7735,1
32,31,6,0.7988,1
32,31,7,0.8019,1
32,31,8,0.7881,1
32,31,9,0.2454,0
32,31,10,0.2793,0
32,31,11,0.2265,0
32,31,12,0.2374,0
32,31,13,0.2241,0
32,31,14,0.1016,0
32,31,15,0.3073,0
32,31,16,0.2121,0
32,31,17,0.2201,0
32,31,18,0.2222,0
32,31,19,0.1191,0
32,31,20,0.7663,1
32,31,21,0.7986,1
32,31,22,0.84,1
32,31,23,0.7991,1
32,31,24,0.8295,1
32,31,25,0.7962,1
32,31,26,0.8031,1
32,31,27,0.7596,1
32,31,28,0.8137,1
32,31,29,0.8457,1
32,31,30,0.7826,1
32,31,31,0.7258,1
33,0,0,0.8196,1
33,0,1,0.7187,1
33,0,2,0.7508,1
33,0,3,0.7488,1
33,0,4,0.7226,1
33,0,5,0.7548,1
33,0,6,0.7563,1
33,0,7,0.7661,1
33,0,8,0.779,1
33,0,9,0.7516,1
33,0,10,0.7321,1
33,0,11,0.6785,1
33,0,12,0.7855,1
33,0,13,0.7561,1
33,0,14,0.7893,1
33,0,15,0.7747,1
33,0,16,0.7522,1
33,0,17,0.7412,1
33,0,18,0.6926,1
33,0,19,0.783,1
33,0,20,0.7607,1
33,0,21,0.7753,1
33,0,22,0.7385,1
33,0,23,0.7332,1
33,0,24,0.7424,1
33,0,25,0.1309,0
33,0,26,0.1001,0
33,0,27,0.1749,0
33,0,28,0.2146,0
33,0,29,0.2257,0
33,0,30,0.1626,0
33,0,31,0.2527,0
33,1,0,0.715,1
33,1,1,0.7968,1
33,1,2,0.757,1
33,1,3,0.7561,1
33,1,4,0.7611,1
33,1,5,0.7433,1
33,1,6,0.7377,1
33,1,7,0.7719,1
33,1,8,0.7034,1
33,1,9,0.8092,1
33,1,10,0.7394,1
33,1,11,0.7253,1
33,1,12,0.7859,1
33,1,13,0.7543,1
33,1,14,0.8015,1
33,1,15,0.7273,1
33,1,16,0.9097,1
33,1,17,0.8111,1
33,1,18,0.9055,1
33,1,19,0.9457,1
33,1,20,0.7201,1
33,1,21,0.7937,1
33,1,22,0.7604,1
33,1,23,0.8286,1
33,1,24,0.2368,0
33,1,25,0.1266,0
33,1,26,0.1374,0
33,1,27,0.1908,0
33,1,28,0.2287,0
33,1,29,0.233,0
33,1,30,0.2224,0
33,1,31,0.1245,0
33,2,0,0.7664,1
33,2,1,0.7232,1
33,2,2,0.709,1
33,2,3,0.6712,1
33,2,4,0.1483,0
33,2,5,0.1448,0
33,2,6,0.22,0
33,2,7,0.2136,0
33,2,8,0.1983,0
33,2,9,0.1958,0
33,2,10,0.2163,0
33,2,11,0.1717,0
33,2,12,0.2702,0
33,2,13,0.2912,0
33,2,14,0.212,0
33,2,15,0.1442,0
33,2,16,0.8654,1
33,2,17,0.8549,1
33,2,18,0.8237,1
33,2,19,0.8333,1
33,2,20,0.7301,1
33,2,21,0.8266,1
33,2,22,0.75,1
33,2,23,0.922,1
33,2,24,0.8307,1
33,2,25,0.8908,1
33,2,26,0.8474,1
33,2,27,0.7246,1
33,2,28,0.8082,1
33,2,29,0.816,1
33,2,30,0.7791,1
33,2,31,0.7283,1
33,3,0,0.7109,1
33,3,1,0.7494,1
33,3,2,0.7404,1
33,3,3,0.7628,1
33,3,4,0.9858,1
33,3,5,0.7664,1
33,3,6,0.7033,1
33,3,7,0.7501,1
33,3,8,0.77,1
33,3,9,0.7336,1
33,3,10,0.7549,1
33,3,11,0.721,1
33,3,12,0.7589,1
33,3,13,0.674,1
33,3,14,0.73,1
33,3,15,0.7552,1
33,3,16,0.8708,1
33,3,17,0.8364,1
33,3,18,0.8485,1
33,3,19,0.8607,1
33,3,20,0.7072,1
33,3,21,0.7502,1
33,3,22,0.8179,1
33,3,23,0.9095,1
33,3,24,0.9227,1
33,3,25,0.8661,1
33,3,26,0.8583,1
33,3,27,0.7876,1
33,3,28,0.7868,1
33,3,29,0.7912,1
33,3,30,0.7616,1
33,3,31,0.7496,1
33,4,0,0.7999,1
33,4,1,0.8025,1
33,4,2,0.7567,1
33,4,3,0.6978,1
33,4,4,0.729,1
33,4,5,0.7887,1
33,4,6,0.7799,1
33,4,7,0.7672,1
33,4,8,0.7315,1
33,4,9,0.7548,1
33,4,10,0.7702,1
33,4,11,0.7599,1
33,4,12,0.7602,1
33,4,13,0.7104,1
33,4,14,0.7715,1
33,4,15,0.7984,1
33,4,16,0.9308,1
33,4,17,0.953,1
33,4,18,0.9054,1
33,4,19,0.8942,1
33,4,20,0.7938,1
33,4,21,0.8293,1
33,4,22,0.7194,1
33,4,23,0.8538,1
33,4,24,0.8682,1
33,4,25,0.8442,1
33,4,26,0.85,1
33,4,27,0.7876,1
33,4,28,0.7825,1
33,4,29,0.7286,1
33,4,30,0.7694,1
33,4,31,0.8107,1
33,5,0,0.7871,1
33,5,1,0.7207,1
33,5,2,0.7676,1
33,5,3,0.7464,1
33,5,4,0.7986,1
33,5,5,0.7349,1
33,5,6,0.7668,1
33,5,7,0.6897,1
33,5,8,0.7992,1
33,5,9,0.7663,1
33,5,10,0.7713,1
33,5,11,0.7358,1
33,5,12,0.7653,1
33,5,13,0.8089,1
33,5,14,0.7534,1
33,5,15,0.7784,1
33,5,16,0.7389,1
33,5,17,0.7249,1
33,5,18,0.8046,1
33,5,19,0.7887,1
33,5,20,0.7794,1
33,5,21,0.7441,1
33,5,22,0.7582,1
33,5,23,0.771,1
33,5,24,0.7896,1
33,5,25,0.7388,1
33,5,26,0.7325,1
33,5,27,0.7521,1
33,5,28,0.7174,1
33,5,29,0.7823,1
33,5,30,0.7156,1
33,5,31,0.7213,1
33,6,0,0.7123,1
33,6,1,0.7472,1
33,6,2,0.7305,1
33,6,3,0.7511,1
33,6,4,0.7743,1
33,6,5,0.7783,1
33,6,6,0.7157,1
33,6,7,0.743,1
33,6,8,0.7361,1
33,6,9,0.8349,1
33,6,10,0.7488,1
33,6,11,0.7637,1
33,6,12,0.7881,1
33,6,13,0.7246,1
33,6,14,0.7394,1
33,6,15,0.7478,1
33,6,16,0.7656,1
33,6,17,0.7805,1
33,6,18,0.7533,1
33,6,19,0.7969,1
33,6,20,0.7022,1
33,6,21,0.81,1
33,6,22,0.7281,1
33,6,23,0.8034,1
33,6,24,0.1518,0
33,6,25,0.1893,0
33,6,26,0.095,0
33,6,27,0.1481,0
33,6,28,0.2673,0
33,6,29,0.2413,0
33,6,30,0.2716,0
33,6,31,0.1927,0
33,7,0,0.7313,1
33,7,1,0.7212,1
33,7,2,0.7612,1
33,7,3,0.7226,1
33,7,4,0.805,1
33,7,5,0.1008,0
33,7,6,0.2174,0
33,7,7,0.2341,0
33,7,8,0.2327,0
33,7,9,0.2524,0
33,7,10,0.1138,0
33,7,11,0.2188,0
33,7,12,0.1736,0
33,7,13,0.2073,0
33,7,14,0.1944,0
33,7,15,0.1539,0
33,7,16,0.2112,0
33,7,17,0.723,1
33,7,18,0.7758,1
33,7,19,0.7781,1
33,7,20,0.6912,1
33,7,21,0.7611,1
33,7,22,0.7485,1
33,7,23,0.7447,1
33,7,24,0.7488,1
33,7,25,0.7808,1
33,7,26,0.763,1
33,7,27,0.7514,1
33,7,28,0.7501,1
33,7,29,0.7196,1
33,7,30,0.7901,1
33,7,31,0.761,1
33,8,0,0.7601,1
33,8,1,0.7616,1
33,8,2,0.7577,1
33,8,3,0.688,1
33,8,4,0.7466,1
33,8,5,0.7371,1
33,8,6,0.7825,1
33,8,7,0.7431,1
33,8,8,0.7253,1
33,8,9,0.745,1
33,8,10,0.7607,1
33,8,11,0.7349,1
33,8,12,0.7322,1
33,8,13,0.7079,1
33,8,14,0.74,1
33,8,15,0.7706,1
33,8,16,0.7482,1
33,8,17,0.7389,1
33,8,18,0.7772,1
33,8,19,0.6911,1
33,8,20,0.7689,1
33,8,21,0.7843,1
33,8,22,0.7706,1
33,8,23,0.7569,1
33,8,24,0.7337,1
33,8,25,0.7408,1
33,8,26,0.8048,1
33,8,27,0.7539,1
33,8,28,0.7941,1
33,8,29,0.7542,1
33,8,30,0.7329,1
33,8,31,0.7572,1
33,9,0,0.7208,1
33,9,1,0.6567,1
33,9,2,0.7009,1
33,9,3,0.7387,1
33,9,4,0.7911,1
33,9,5,0.7795,1
33,9,6,0.767,1
33,9,7,0.7274,1
33,9,8,0.7663,1
33,9,9,0.7054,1
33,9,10,0.7744,1
33,9,11,0.7562,1
33,9,12,0.7683,1
33,9,13,0.7844,1
33,9,14,0.7452,1
33,9,15,0.792,1
33,9,16,0.8034,1
33,9,17,0.7602,1
33,9,18,0.7666,1
33,9,19,0.6998,1
33,9,20,0.7368,1
33,9,21,0.7632,1
33,9,22,0.7275,1
33,9,23,0.7251,1
33,9,24,0.7144,1
33,9,25,0.7837,1
33,9,26,0.754,1
33,9,27,0.7873,1
33,9,28,0.7564,1
33,9,29,0.7198,1
